C_full_precision,C_display_2dp,mean_train_AUROC,std_train_AUROC,mean_validation_AUROC,std_validation_AUROC,rank_validation_AUROC
0.01,0.01,0.959253497042581,0.00847960572772247,0.945179063360882,0.0366934496400158,1
0.0316227766016838,0.03,0.959742569076519,0.00804465850697666,0.940358126721763,0.0416142123665242,2
0.1,0.10,0.958184527981013,0.0103164503975091,0.921625344352617,0.0471255583533981,3
0.316227766016838,0.32,0.957892056550706,0.0101334293692802,0.908815426997245,0.0654430892201362,7
1,1.00,0.959150711555892,0.00979938762676538,0.910606060606061,0.0583677584371462,6
3.16227766016838,3.16,0.958191162316972,0.00987507551777961,0.91404958677686,0.0490992254104174,4
10,10.00,0.958964015735524,0.00954824410406077,0.912534435261708,0.050038120386286,5
31.6227766016838,31.62,0.960115773834553,0.0104712394413194,0.903994490358127,0.071107739838049,8
100,100.00,0.960115773834553,0.0104712394413194,0.903994490358127,0.071107739838049,8
